event,i,id,name,status,mother1,mother2,px,py,pz,E,m,pT,eta,phi,charge,isFinal
446,13,-13,mu+,42,26,26,6.661338148e-16,-6.661338148e-16,-6999.99999,6999.99999,0,9.420554752e-16,-44.14528012,-0.7853981634,1,0
446,14,-24,W-,44,9,9,-556.8582606,-6078.242955,364.6391965,6115.106843,80.25841188,6103.69794,0.05970522314,-1.662156298,-1,0
446,15,24,W+,44,10,10,641.1711957,6236.949993,-375.7021507,6281.598063,81.70925521,6269.82023,-0.05988651374,1.468354152,1,0
446,16,22,gamma,44,11,11,-81.83428082,-162.262759,-785.7390974,806.4812345,0,181.7307141,-2.170358757,-2.037903424,0,0
446,17,22,gamma,1,12,0,-2.478654281,3.555721359,796.8020601,796.8138489,0,4.334383627,5.907181455,2.179565934,0,1
446,18,24,W+,51,15,0,641.1712262,6236.948601,-375.7006511,6281.596594,81.70925521,6269.818849,-0.05988628816,1.468354124,1,0
446,19,22,gamma,1,15,0,-6.193569978e-05,0.001047985423,-0.001479016172,0.001813724983,0,0.001049814021,-1.14310737,1.629827435,0,1
446,20,-24,W-,52,14,14,-556.8582292,-6078.242611,364.6391759,6115.106497,80.25841188,6103.697595,0.05970522314,-1.662156298,-1,0
446,21,-24,W-,51,20,0,-556.858229,-6078.242609,364.6391757,6115.106495,80.25841188,6103.697592,0.05970522314,-1.662156298,-1,0
446,22,22,gamma,1,20,0,-2.111944263e-07,-2.481385e-06,1.87592462e-07,2.497411767e-06,0,2.49035632e-06,0.07525650225,-1.655703211,0,1
446,23,24,W+,52,18,18,641.1712262,6236.948601,-375.7006511,6281.596594,81.70925521,6269.818849,-0.05988628816,1.468354124,1,0
446,24,-11,e+,1,16,0,-18.80582463,-37.28889922,-180.5692851,185.3358783,0.000511,41.76267526,-2.170371179,-2.037900096,1,1
446,25,11,e-,1,16,0,-63.0284562,-124.9738597,-605.1698124,621.1453563,0.000511,139.9680389,-2.170355051,-2.037904418,-1,1
446,26,-13,mu+,53,2,0,-3.256484296e-13,-1.33226763e-15,-6999.99999,6999.99999,0,3.256511548e-13,-38.29976227,-3.137501554,1,0
446,27,-24,W-,51,21,0,-556.8582288,-6078.242609,364.6391757,6115.106494,80.25841188,6103.697592,0.05970522314,-1.662156298,-1,0
446,28,22,gamma,1,21,0,-1.229908442e-07,-3.072910325e-07,-6.769461156e-09,3.310594388e-07,0,3.30990221e-07,-0.02045072295,-1.951511494,0,1
446,29,24,W+,52,23,23,641.1712262,6236.948601,-375.7006511,6281.596594,81.70925521,6269.818849,-0.05988628816,1.468354124,1,0
446,30,22,gamma,1,1,0,0,0,1.410799086e-06,1.410799086e-06,0,0,33.27349475,0,0,1
446,31,22,gamma,1,2,0,0,0,-9.735500498e-06,9.735500498e-06,0,0,-35.20511753,0,0,1
446,32,11,e-,23,27,0,-505.6067576,-5444.981332,303.0510233,5476.796493,0.000511,5468.405609,0.05539020631,-1.663388202,-1,0
446,33,-12,nu_ebar,23,27,0,-51.2514712,-633.2612764,61.58815243,638.3100015,0,635.3318483,0.0967873719,-1.651552897,0,0
446,34,11,e-,1,32,0,-472.314317,-5086.448622,283.0962286,5116.168867,0.000511,5108.33049,0.05539021425,-1.663388196,-1,1
446,35,22,gamma,1,32,0,-33.29244062,-358.5327101,19.95479463,360.6276261,0,360.0751183,0.05539009364,-1.663388282,0,1
446,36,-12,nu_ebar,1,33,33,-51.2514712,-633.2612764,61.58815243,638.3100015,0,635.3318483,0.0967873719,-1.651552897,0,1
446,37,-13,mu+,23,29,0,559.5415114,5606.994835,-355.7204037,5646.061884,0.10566,5634.844965,-0.06308683862,1.471332156,1,0
446,38,14,nu_mu,23,29,0,81.62971481,629.9537661,-19.98024746,635.5347104,0,635.2205584,-0.03144884728,1.441933887,0,0
446,39,-13,mu+,1,37,0,555.2656154,5564.164677,-353.0046151,5602.933225,0.10566,5591.801897,-0.06308709994,1.471332464,1,1
446,40,22,gamma,1,37,0,4.275905319,42.8302297,-2.715790816,43.12873129,0,43.04314048,-0.06305283745,1.471292215,0,1
446,41,14,nu_mu,1,38,38,81.62970553,629.9536946,-19.98024519,635.5346382,0,635.2204862,-0.03144884728,1.441933887,0,1
447,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
447,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
447,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
447,3,13,mu-,21,7,7,0,0,6999.999987,6999.999987,0,0,55.59851447,0,-1,0
447,4,-13,mu+,21,8,0,0,0,-1879.503155,1879.503155,0,0,-54.28361178,0,1,0
447,5,-24,W-,22,3,4,-1.542258168,-1.274216142,6999.013772,6999.475687,80.38727068,2.000546684,8.853251244,-2.451078068,-1,0
447,6,24,W+,22,3,4,1.542258168,1.274216142,-1878.516939,1880.027455,75.32158974,2.000546684,-7.537964861,0.6905145857,1,0
447,7,13,mu-,42,1,0,6.036282585e-13,1.876054867e-12,6999.999987,6999.999987,0,1.97077369e-12,36.49940752,1.259503071,-1,0
447,8,-13,mu+,41,2,0,-6.037392808e-13,-1.876054867e-12,-6999.999998,6999.999998,0,1.970807698e-12,-36.49939027,-1.882143209,1,0
447,9,-24,W-,44,5,5,-1.542285937,-1.274302451,6999.014003,6999.475919,80.38727068,2.000623064,8.853213098,-2.45105365,-1,0
447,10,24,W+,44,6,6,1.316311922,0.5719310456,-1878.517224,1880.027223,75.32158974,1.435194133,-7.870085236,0.409885493,1,0
447,11,22,gamma,1,8,0,0.2259740141,0.7023714051,-5120.49679,5120.496843,0,0.7378277887,-9.538198759,1.259524788,0,1
447,12,-24,W-,51,9,0,-1.556275395,-1.212779745,6998.96046,6999.422371,80.38727068,1.973025042,8.867096192,-2.479611985,-1,0
447,13,22,gamma,1,9,0,0.01400247934,-0.06151704672,0.03495152371,0.07212506828,0,0.0630905418,0.5289735253,-1.346990011,0,1
447,14,24,W+,52,10,10,1.316298902,0.5719253869,-1878.498632,1880.008646,75.32158974,1.435179935,-7.870085231,0.4098854922,1,0
447,15,24,W+,51,14,0,1.316298902,0.5719253869,-1878.498632,1880.008646,75.32158974,1.435179935,-7.870085231,0.4098854922,1,0
447,16,22,gamma,1,14,0,2.078922368e-12,-7.25473501e-13,-1.382369612e-12,2.599841487e-12,0,2.201869663e-12,-0.5925303715,-0.3357534837,0,1
447,17,-24,W-,52,12,12,-1.556275395,-1.212779745,6998.96046,6999.422371,80.38727068,1.973025042,8.867096192,-2.479611985,-1,0
447,18,22,gamma,1,1,0,0,0,1.250050855e-05,1.250050855e-05,0,0,35.45510781,0,0,1
447,19,22,gamma,1,2,0,0,0,-1.931815405e-06,1.931815405e-06,0,0,-33.58779867,0,0,1
447,20,13,mu-,1,17,0,-2.60457097,-26.86767225,6181.142108,6181.201051,0.10566,26.99362151,6.126809691,-1.667435061,-1,1
447,21,-14,nu_mubar,1,17,0,1.048295575,25.65489251,817.8183516,818.2213201,0,25.676301,4.15446534,1.529957616,0,1
447,22,-15,tau+,1,15,0,-10.74812684,-28.16595412,-1474.61679,1474.92599,1.77682,30.14702642,-4.583318793,-1.935340667,1,1
447,23,16,nu_tau,1,15,0,12.06442574,28.7378795,-403.8818417,405.0826559,0,31.16754862,-3.256377587,1.17333055,0,1
448,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
448,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
448,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
448,3,13,mu-,21,6,0,0,0,309.8363911,309.8363911,0,0,52.48089343,0,-1,0
448,4,-13,mu+,21,7,7,0,0,-6.87944269,6.87944269,0,0,-48.67338668,0,1,0
448,5,23,Z0,22,3,4,0,0,302.9569484,316.7158338,92.33637843,0,52.45843975,0,0,0
448,6,13,mu-,41,10,0,-4.796163466e-14,2.131628207e-14,6904.906405,6904.906405,0,5.248525775e-14,40.11137876,2.723368324,-1,0
448,7,-13,mu+,42,11,11,5.684341886e-14,1.705302566e-13,-6.87944269,6.87944269,0,1.797546736e-13,-31.96886822,1.249045772,1,0
448,8,23,Z0,44,5,5,-30.57280602,-83.71601088,620.771332,633.897563,92.33637843,89.12388539,2.639196273,-1.920944695,0,0
448,9,22,gamma,43,6,0,30.57280602,83.71601088,6277.255631,6277.888285,0,89.12388539,4.947858362,1.220647959,0,0
448,10,13,mu-,41,15,15,5.551115123e-17,1.110223025e-16,6999.999856,6999.999856,0,1.241267077e-16,46.17204138,1.107148718,-1,0
448,11,-13,mu+,42,16,0,1.110223025e-16,-3.330669074e-16,-6.87944269,6.87944269,0,3.510833469e-16,-38.20719285,-1.249045772,1,0
448,12,23,Z0,44,8,8,-30.50147511,-83.85693954,621.5827924,634.7074136,92.33637843,89.23186814,2.639290762,-1.919652035,0,0
448,13,22,gamma,44,9,9,31.2865959,82.30577463,6285.375613,6285.992339,0,88.05164178,4.961253642,1.207538891,0,0
448,14,22,gamma,43,10,0,-0.7851207906,1.551164911,86.16200854,86.17954655,0,1.738541699,4.596431636,2.039351141,0,0
448,15,13,mu-,42,1,0,1.69780856e-12,2.821576306e-12,6999.999856,6999.999856,0,3.29299966e-12,35.9860348,1.029110565,-1,0
448,16,-13,mu+,41,2,0,-1.620037438e-12,-2.813749234e-12,-6999.999862,6999.999862,0,3.246799355e-12,-36.00016401,-2.093199759,1,0
448,17,23,Z0,44,12,12,-30.77862976,-84.31740268,625.1788777,638.3035206,92.33637843,89.75939196,2.639166309,-1.920800253,0,0
448,18,22,gamma,1,13,13,31.2735724,82.28413746,6281.817473,6282.434201,0,88.02678915,4.960969702,1.207589847,0,1
448,19,22,gamma,1,14,14,-0.7854911434,1.550549609,86.12403972,86.14157776,0,1.73816007,4.596210451,2.039701112,0,1
448,20,22,gamma,1,16,0,0.2905485085,0.4827156189,-6993.120397,6993.120419,0,0.563411754,-10.11957389,1.028977932,0,1
448,21,22,gamma,1,1,0,0,0,0.0001438374939,0.0001438374939,0,0,37.89802263,0,0,1
448,22,22,gamma,1,2,0,0,0,-0.0001380192125,0.0001380192125,0,0,-37.85673138,0,0,1
448,23,11,e-,23,17,0,-4.700268375,20.02706196,78.91382027,81.55100713,0.000511,20.57123559,2.054181005,1.801320037,-1,0
448,24,-11,e+,23,17,0,-26.07836139,-104.3444646,546.2650574,556.7525134,0.000511,107.5539318,2.327812537,-1.815705041,1,0
448,25,-11,e+,1,24,0,-26.07834339,-104.3444266,546.264911,556.7523617,0.000511,107.5538904,2.327812651,-1.815704965,1,1
448,26,22,gamma,1,24,0,-1.833653764e-05,-3.663415236e-05,0.0001522293202,0.0001576453477,0,4.096693461e-05,2.02340265,-2.034868836,0,1
448,27,11,e-,1,23,23,-4.700268032,20.0270605,78.91381451,81.55100118,0.000511,20.57123409,2.054181005,1.801320037,-1,1
449,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
449,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
449,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
449,3,13,mu-,21,7,7,0,0,6999.999996,6999.999996,0,0,55.59851447,0,-1,0
449,4,-13,mu+,21,8,0,0,0,-6903.85561,6903.85561,0,0,-55.58468436,0,1,0
449,5,-24,W-,22,3,4,-552.8864694,680.9717399,436.513698,983.0878151,80.69377322,877.1578869,0.4791049284,2.252756244,-1,0
449,6,24,W+,22,3,4,552.8864694,-680.9717399,-340.3693112,12920.76779,12886.46511,877.1578869,-0.3789047496,-0.8888364098,1,0
449,7,13,mu-,42,1,0,7.049916206e-14,-2.390088127e-12,6999.999996,6999.999996,0,2.39112764e-12,36.30606865,-1.541308407,-1,0
449,8,-13,mu+,41,2,0,-7.047140649e-14,2.389199949e-12,-6999.941812,6999.941812,0,2.390239029e-12,-36.30643204,1.600283595,1,0
449,9,-24,W-,44,5,5,-552.8968984,681.3253528,436.9352572,983.5258617,80.69377322,877.4390102,0.4793922928,2.25251145,-1,0
449,10,24,W+,44,6,6,552.6334374,-672.3922822,-341.2073834,12920.32974,12886.46511,870.3534324,-0.3826281492,-0.882848773,1,0
449,11,22,gamma,1,8,0,0.2634610413,-8.933070593,-95.66968973,96.0862045,0,8.936954847,-3.066028269,-1.541312098,0,1
449,12,-24,W-,51,9,0,-552.8968984,681.3253528,436.9352572,983.5258617,80.69377322,877.4390102,0.4793922928,2.25251145,-1,0
449,13,22,gamma,1,9,0,-7.966034275e-10,2.048805798e-09,9.062620249e-10,2.377707525e-09,0,2.198222513e-09,0.4014038341,1.94162216,0,1
449,14,24,W+,52,10,10,552.6334374,-672.3922822,-341.2073834,12920.32974,12886.46511,870.3534324,-0.3826281492,-0.882848773,1,0
449,15,22,gamma,1,1,0,0,0,3.579196346e-06,3.579196346e-06,0,0,34.20447677,0,0,1
449,16,22,gamma,1,2,0,0,0,-0.05818766442,0.05818766442,0,0,-43.90076714,0,0,1
449,17,11,e-,23,12,0,-175.8793046,228.654271,102.7357996,306.220427,0.000511,288.4723651,0.3490088318,2.226468334,-1,0
449,18,-12,nu_ebar,23,12,0,-377.0175939,452.6710818,334.1994576,677.3054347,0,589.1123615,0.5405775614,2.265262963,0,0
449,19,11,e-,1,17,0,-157.7145059,205.1094283,92.1391373,274.6513491,0.000511,258.7348893,0.3489868593,2.226302088,-1,1
449,20,22,gamma,1,17,0,-18.1659833,23.54626504,10.59771235,31.57120609,0,29.73936023,0.349211991,2.227917101,0,1
449,21,-12,nu_ebar,1,18,18,-377.0164092,452.6696595,334.1984075,677.3033066,0,589.1105104,0.5405775614,2.265262963,0,1
449,22,-15,tau+,1,14,0,-54.03751943,-413.0206878,-6606.888137,6620.006054,1.77682,416.5406848,-3.458023317,-1.700892265,1,1
449,23,16,nu_tau,1,14,0,606.6709568,-259.3715944,6265.680754,6300.323689,0,659.7903257,2.94682829,-0.4040138014,0,1
450,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
450,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
450,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
450,3,13,mu-,21,7,7,0,0,6997.796124,6997.796124,0,0,55.59819958,0,-1,0
450,4,-13,mu+,21,8,0,0,0,-3512.094265,3512.094265,0,0,-54.90881684,0,1,0
450,5,-24,W-,22,3,4,-1038.762573,1156.304702,-3246.404227,3600.215091,79.62443744,1554.370691,-1.482555608,2.302697281,-1,0
450,6,24,W+,22,3,4,1038.762573,-1156.304702,6732.106086,6909.675298,79.32294003,1554.370691,2.172033102,-0.8388953728,1,0
450,7,13,mu-,42,15,0,-3.795630477e-12,-2.58548738e-12,6997.796124,6997.796124,0,4.592554377e-12,35.65308246,-2.543613178,-1,0
450,8,-13,mu+,41,16,16,3.794298209e-12,2.584599201e-12,-6999.999932,6999.999932,0,4.59095327e-12,-35.65374603,0.5979829547,1,0
450,9,-24,W-,44,5,5,-1032.082216,1160.855586,-3246.649462,3599.979468,79.62443744,1553.312393,-1.483238088,2.297539994,-1,0
450,10,24,W+,44,6,6,1038.93583,-1156.186673,6732.341461,6909.910923,79.32294003,1554.398688,2.172049619,-0.8387617111,1,0
450,11,22,gamma,43,8,0,-6.853614502,-4.668913147,-3487.895806,3487.905665,0,8.292815066,-6.734813021,-2.543572868,0,0
450,12,-24,W-,51,9,0,-1028.011971,1157.572336,-3238.258351,3590.186558,79.62443744,1548.15449,-1.48390406,2.296984272,-1,0
450,13,22,gamma,51,9,0,-4.062948712,3.275130591,-8.343837034,9.841425155,0,5.218623633,-1.248377801,2.463145096,0,0
450,14,24,W+,52,10,10,1038.928534,-1156.178554,6732.294187,6909.862408,79.32294003,1554.387773,2.172049619,-0.838761711,1,0
450,15,13,mu-,41,1,0,0,0,6999.9999,6999.9999,0,0,55.59851445,0,-1,0
450,16,-13,mu+,42,2,0,-1.110223025e-16,0,-6999.999932,6999.999932,0,1.110223025e-16,-46.28361317,3.141592654,1,0
450,17,-24,W-,44,12,12,-1028.030786,1157.573277,-3238.282737,3590.214244,79.62443744,1548.167687,-1.483903164,2.296992956,-1,0
450,18,24,W+,44,14,14,1038.199214,-1156.142097,6732.417594,6909.866926,79.32294003,1553.873275,2.172390048,-0.8390951442,1,0
450,19,22,gamma,1,11,11,-6.85361503,-4.668913121,-3487.863453,3487.873312,0,8.292815487,-6.734803695,-2.543572906,0,1
450,20,22,gamma,1,13,13,-4.063028774,3.275134593,-8.34397071,9.841572874,0,5.218688478,-1.248380849,2.463154127,0,1
450,21,22,gamma,1,15,0,0.7482152293,-0.03740154599,2.072535086,2.20377553,0,0.7491494544,1.741907409,-0.04994610982,0,1
450,22,-24,W-,51,17,0,-1027.903528,1157.427117,-3237.873051,3589.761153,79.62443744,1547.973899,-1.483901954,2.296994185,-1,0
450,23,22,gamma,1,17,0,-0.1272488623,0.1461495301,-0.4096268228,0.4531512905,0,0.1937832761,-1.493417146,2.28717198,0,1
450,24,24,W+,52,18,18,1038.199205,-1156.142086,6732.417535,6909.866866,79.32294003,1553.873262,2.172390048,-0.8390951442,1,0
450,25,24,W+,51,24,0,1038.19941,-1156.14101,6732.413941,6909.863215,79.32294003,1553.872598,2.172389944,-0.8390945834,1,0
450,26,22,gamma,1,24,0,-0.0002204655146,-0.001058537015,0.003544223667,0.003705486076,0,0.001081251893,1.902841903,-1.776134647,0,1
450,27,-24,W-,52,22,22,-1027.903512,1157.427099,-3237.873002,3589.761099,79.62443744,1547.973876,-1.483901954,2.296994185,-1,0
450,28,-24,W-,51,27,0,-1027.903512,1157.427099,-3237.873002,3589.761099,79.62443744,1547.973876,-1.483901954,2.296994185,-1,0
450,29,22,gamma,1,27,0,-7.314085694e-12,8.769670557e-12,-1.676500134e-11,2.028467996e-11,0,1.141941203e-11,-1.176945033,2.265940052,0,1
450,30,24,W+,52,25,25,1038.19941,-1156.14101,6732.413941,6909.863215,79.32294003,1553.872598,2.172389944,-0.8390945834,1,0
450,31,22,gamma,1,1,0,0,0,0.0001003253096,0.0001003253096,0,0,37.53775648,0,0,1
450,32,22,gamma,1,2,0,0,0,-6.83588346e-05,6.83588346e-05,0,0,-37.15410929,0,0,1
450,33,15,tau-,23,28,0,-62.18329117,101.7504412,-250.5695509,277.5034611,1.77682,119.2472808,-1.488024455,2.119363375,-1,0
450,34,-16,nu_taubar,23,28,0,-965.7202208,1055.676658,-2987.303451,3312.257638,0,1430.758104,-1.482275516,2.311721718,0,0
450,35,15,tau-,1,33,0,-61.6375603,100.9451188,-248.4968463,275.2143629,1.77682,118.2755505,-1.487912376,2.118976907,-1,1
450,36,22,gamma,1,33,0,-0.6378791209,0.9060541595,-2.357750787,2.605151183,0,1.10807216,-1.499368931,2.184214353,0,1
450,37,-16,nu_taubar,1,34,34,-965.6280725,1055.575926,-2987.018405,3311.941585,0,1430.621582,-1.482275516,2.311721718,0,1
450,38,-11,e+,1,30,0,170.7943062,-159.6345969,927.8174224,956.8171554,0.000511,233.7817348,2.0871013,-0.7516375904,1,1
450,39,12,nu_e,1,30,0,867.4051037,-996.5064134,5804.596519,5953.04606,0,1321.142175,2.186006815,-0.8545513653,0,1
451,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
451,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
451,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
451,3,13,mu-,21,7,0,0,0,2882.495156,2882.495156,0,0,54.71126061,0,-1,0
451,4,-13,mu+,21,8,8,0,0,-6999.999998,6999.999998,0,0,-55.59851447,0,1,0
451,5,-24,W-,22,3,4,-1693.954352,-303.8354293,-1458.611241,2257.498033,83.38644811,1720.987308,-0.7693644324,-2.964115251,-1,0
451,6,24,W+,22,3,4,1693.954352,303.8354293,-2658.893601,7624.997122,6936.070113,1720.987308,-1.219458246,0.1774774021,1,0
451,7,13,mu-,41,12,0,-7.105427358e-15,3.552713679e-15,5528.299867,5528.299867,0,7.94410929e-15,41.7771285,2.677945045,-1,0
451,8,-13,mu+,42,13,13,-1.776356839e-15,0,-6999.999998,6999.999998,0,1.776356839e-15,-43.51102446,3.141592654,1,0
451,9,-24,W-,44,5,5,-1697.325242,-301.8424361,-1464.963666,2263.866974,83.38644811,1723.955288,-0.7710613734,-2.965598358,-1,0
451,10,24,W+,44,6,6,1672.99996,316.2244315,-2652.406126,7618.612316,6936.070113,1702.623492,-1.226421898,0.1868124474,1,0
451,11,22,gamma,43,7,0,24.32528227,-14.3819954,2645.66966,2645.820575,0,28.25882427,5.232449421,-0.5339508505,0,0
451,12,13,mu-,41,18,0,-1.776356839e-15,-3.552713679e-15,6999.614859,6999.614859,0,3.972054645e-15,42.70625048,-2.034443936,-1,0
451,13,-13,mu+,42,19,19,1.776356839e-15,0,-6999.999998,6999.999998,0,1.776356839e-15,-43.51102446,0,1,0
451,14,-24,W-,44,9,9,-1696.598257,-303.198756,-1463.901519,2262.815965,83.38644811,1723.477628,-0.7707711905,-2.964749693,-1,0
451,15,24,W+,44,10,10,1677.519099,307.7931679,-2653.294645,7619.57007,6936.070113,1705.522489,-1.225272344,0.1814628005,1,0
451,16,22,gamma,44,11,11,29.14042303,-23.36550262,2645.650178,2645.913826,0,37.35118428,4.953504515,-0.6758524002,0,0
451,17,22,gamma,43,12,0,-10.06126473,18.77109077,1471.160846,1471.314997,0,21.29748569,4.928417606,2.062825826,0,0
451,18,13,mu-,41,1,0,-2.775557562e-17,0,6999.999996,6999.999996,0,2.775557562e-17,47.66990754,3.141592654,-1,0
451,19,-13,mu+,42,2,0,0,0,-6999.999998,6999.999998,0,0,-55.59851447,0,1,0
451,20,-24,W-,44,14,14,-1696.609809,-303.1936879,-1463.912853,2262.831279,83.38644811,1723.488107,-0.7707722663,-2.964753767,-1,0
451,21,24,W+,44,15,15,1677.447293,307.8246729,-2653.234383,7619.53455,6936.070113,1705.457548,-1.22528527,0.1814885686,1,0
451,22,22,gamma,1,16,16,29.06391331,-23.33193404,2645.663929,2645.926438,0,37.27050043,4.955671975,-0.6764338864,0,1
451,23,22,gamma,1,17,17,-10.10380943,18.78975723,1471.167912,1471.322591,0,21.33405592,4.926706946,2.064170135,0,1
451,24,22,gamma,1,18,0,0.2024122194,-0.08880821755,0.3153932529,0.3851370016,0,0.2210375671,1.153504881,-0.4134585448,0,1
451,25,22,gamma,1,1,0,0,0,4.186864771e-06,4.186864771e-06,0,0,34.36129067,0,0,1
451,26,22,gamma,1,2,0,0,0,-1.64974017e-06,1.64974017e-06,0,0,-33.42995629,0,0,1
451,27,11,e-,23,20,0,-1097.817212,-219.6230708,-907.7221057,1441.317573,0.000511,1119.569973,-0.7410619383,-2.944144868,-1,0
451,28,-12,nu_ebar,23,20,0,-598.7925965,-83.57061713,-556.1907474,821.513706,0,604.5962469,-0.8236130788,-3.002923165,0,0
451,29,11,e-,1,27,0,-1097.722862,-219.6041953,-907.6440929,1441.193701,0.000511,1119.473753,-0.7410619382,-2.944144868,-1,1
451,30,22,gamma,1,27,0,-0.09435015535,-0.01887541701,-0.07801286335,0.1238718694,0,0.09621971306,-0.7410626504,-2.944142205,0,1
451,31,-12,nu_ebar,1,28,28,-598.7925965,-83.57061713,-556.1907474,821.513706,0,604.5962469,-0.8236130788,-3.002923165,0,1
451,32,-15,tau+,23,21,0,-1047.513075,2959.516751,-2100.575048,3777.359095,1.77682,3139.430369,-0.6271639206,1.910983368,1,0
451,33,16,nu_tau,23,21,0,2724.960367,-2651.692078,-552.6593348,3842.175454,0,3802.220388,-0.144844731,-0.7717718867,0,0
451,34,-15,tau+,1,32,0,-1047.025023,2958.694174,-2099.970053,3776.242841,1.77682,3138.492092,-0.6271699585,1.910924225,1,1
451,35,22,gamma,1,32,0,-0.4816965811,0.8163929683,-0.6062842028,1.125215361,0,0.9479077354,-0.6024859401,2.103852906,0,1
451,36,16,nu_tau,1,33,33,2724.954012,-2651.685894,-552.6580458,3842.166493,0,3802.211521,-0.144844731,-0.7717718867,0,1
452,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
452,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
452,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
452,3,13,mu-,21,1,0,0,0,6999.999803,6999.999803,0,0,55.59851444,0,-1,0
452,4,-13,mu+,21,2,0,0,0,-6999.999998,6999.999998,0,0,-55.59851447,0,1,0
452,5,-24,W-,22,3,4,-4332.012276,-1735.955147,547.4080765,4699.59671,81.74967651,4666.890895,0.1170287792,-2.760459538,-1,0
452,6,24,W+,22,3,4,4332.012276,1735.955147,-547.4082713,9300.403091,8026.080688,4666.890895,-0.1170288207,0.3811331159,1,0
452,7,-24,W-,51,5,0,-4332.012276,-1735.955147,547.4080765,4699.59671,81.74967651,4666.890895,0.1170287792,-2.760459538,-1,0
452,8,22,gamma,1,5,0,-6.371764073e-09,-2.409599243e-09,2.494005283e-10,6.8167255e-09,0,6.812161619e-09,0.03660289656,-2.780047185,0,1
452,9,24,W+,52,6,6,4332.012276,1735.955147,-547.4082713,9300.403091,8026.080688,4666.890895,-0.1170288207,0.3811331159,1,0
452,10,22,gamma,1,1,0,0,0,0.0001965592946,0.0001965592946,0,0,38.21030262,0,0,1
452,11,22,gamma,1,2,0,0,0,-1.793021511e-06,1.793021511e-06,0,0,-33.51324067,0,0,1
452,12,13,mu-,23,7,0,-2748.340443,-1064.501385,365.448768,2969.863836,0.10566,2947.293401,0.1236791508,-2.772060393,-1,0
452,13,-14,nu_mubar,23,7,0,-1583.671833,-671.4537617,181.9593086,1729.732875,0,1720.135642,0.1055856602,-2.740581681,0,0
452,14,13,mu-,1,12,0,-2748.308,-1064.488849,365.4443797,2969.828779,0.10566,2947.25862,0.1236791253,-2.772060384,-1,1
452,15,22,gamma,1,12,0,-0.03256007569,-0.01258606965,0.00440164477,0.03518440216,0,0.03490798875,0.1257609989,-2.772735341,0,1
452,16,-14,nu_mubar,1,13,13,-1583.671716,-671.4537122,181.9592951,1729.732747,0,1720.135515,0.1055856602,-2.740581681,0,1
452,17,-13,mu+,23,9,0,-936.2026834,-864.2654778,-2746.254902,3027.432291,0.10566,1274.139035,-1.511040221,-2.396127972,1,0
452,18,14,nu_mu,23,9,0,5268.214959,2600.220625,2198.846631,6272.9708,0,5874.966906,0.3660446312,0.4584885231,0,0
452,19,-13,mu+,1,17,0,-871.6282836,-779.6301749,-2391.106707,2661.757008,0.10566,1169.426815,-1.463441428,-2.411850888,1,1
452,20,22,gamma,1,17,0,-61.86075111,-83.29593368,-354.0155731,368.9064801,0,103.7543498,-1.941275322,-2.209584755,0,1
452,21,14,nu_mu,1,18,18,5265.50131,2598.881256,2197.714008,6269.739603,0,5871.940721,0.3660446312,0.4584885231,0,1
453,0,90,system,11,0,0,0,0,0,14000,14000,0,inf,0,0,0
453,1,13,mu-,4,0,0,0,0,6999.999999,7000,0.10566,0,55.59851447,0,-1,0
453,2,-13,mu+,4,0,0,0,0,-6999.999999,7000,0.10566,0,-55.59851447,0,1,0
453,3,13,mu-,21,7,7,0,0,6999.999722,6999.999722,0,0,55.59851443,0,-1,0
453,4,-13,mu+,21,8,0,0,0,-6996.227147,6996.227147,0,0,-55.59797534,0,1,0
453,5,-24,W-,22,3,4,-5250.390091,4240.363782,1851.286255,6998.648329,80.84876885,6748.872581,0.2709818313,2.462217568,-1,0
453,6,24,W+,22,3,4,5250.390091,-4240.363782,-1847.51368,6997.578541,74.28005556,6748.872581,-0.2704427135,-0.6793750855,1,0
